No,job_id,job_title,requirements,location,category,subcategory,date_upload,type,Salary,company,5,4,3,2,1
95,73747079,"Data Analyst Officer (for RADU Food)","

SQL


SQL Server


MySQL


Data Visualization


Data Analysis


R


Python

",Tangerang,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-12,"Full time",,"PT Merah Cipta Media",0,3,0,0,0
96,73721097,"Data Analyst Lecturer","

Have experience minimum 2 years as a Data Analyst.


Ideal candidate should have a bachelor's degree in a quantitative field: mathematics, computer science, physics, economics, engineering, statistics, quantitative social science, etc.


Excellent written and verbal communication skills in order to deliver materials.


Excellent understanding of SQL and NoSQL.


Good knowledge of Statistical Data Analysis: descriptive statistics, inferential statistics, and hypothesis testing.


Proficiency in Python to create end to end Data Analysis Project (Pandas, Numpy, visualization, statistics).


Having experience with BI Tools (Power BI, Tableau, Holistic, etc.) will be an advantage.




Deliver Data Analysis materials (theoretic and practical) to class.


Prepare exercise and class activation such as discussion plan, sharing session, and coding sessions.


Help students to understand Data Analysis materials through giving extra exercise or re-explain.


Facilitate a dynamic, collaborative, and positive classroom community.


Inspire students to persevere through the challenges of learning a new skill set




Monday and Wednesday or Tuesday and Thursday (2 times a week) at 7PM-10PM for around 4-6 months


Onsite or online teaching depends on the agreement


Onsite: Purwadhika Yogyakarta - Pacific Building


All about curriculum and material are already provided by Purwadhika




Data Analysis


Python


SQL




Insights on salary & in-demand skills


Reviews from people working in the industry

",Yogyakarta,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-13,"Part time",,"PT Purwadhika Kirana Nusantara",1,0,0,0,4
97,73769314,"DATA ANALYS","Pendidikan min. S1, lebih disukai dari Jurusan Sistem Informasi, Teknik Informatika, Statistik
Pengalaman minimal 1 Tahun di bidang yang sama lebih disukai
Memiliki kemampuan analisa, komunikasi dan presentasi yang baik
Menguasi bahasa pemograman (SQL), olah data statistic dan visualisasi data
Teliti & kreatif
Penempatan Bandung
Siap bergabung secepatnya
Mencari kandidat untuk bekerja pada:
Senin: Sore, Pagi, Siang
Selasa: Sore, Pagi, Siang
Rabu: Sore, Pagi, Siang
Kamis: Sore, Pagi, Siang
Jum'at: Sore, Pagi, Siang
Sabtu: Pagi, Siang
Diperlukan 2-3 tahun pengalaman kerja yang relevan untuk posisi ini
Pelamar harus memiliki KTP
Senin: Sore, Pagi, Siang
Selasa: Sore, Pagi, Siang
Rabu: Sore, Pagi, Siang
Kamis: Sore, Pagi, Siang
Jum'at: Sore, Pagi, Siang
Sabtu: Pagi, Siang


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",Bandung,"Information & Communication Technology","Product Management & Development",2024-02-15,"Full time",,"CV Dunia Sandang",0,0,0,0,0
98,73499129,"Data Scientist","

Join a well known brand within Consulting


Great work environment


Attractive salary & benefits




Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-31,"Full time",,"IlmuOne Data",0,0,0,0,0
99,73835769,"MASTER DATA MANAGEMENT (MDM)","

Maintain Master Data Vendor & Customer melalui sistem SAP


Menyelesaikan request kode Vendor & Custumer dari User




Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",Medan,"Information & Communication Technology","Networks & Systems Administration",2024-02-19,"Full time",,"Wilmar Group",22,27,13,0,0
100,73373153,"Data Scientist","

Conducts statistical analyses to develop strategies,


Builds predictive models and machine-learning algorithms,


Identifies data patterns and trends,


Proposes solutions and strategies to business challenges,


Presents information using data visualization techniques, and


Documents all processes and research.


Discover new opportunities to optimize the business through machine learning and/or statistical modelling.


Assist the design and development of analytical projects designed to understand key business behaviors that drive customer acquisition, retention, and engagement through machine learning and/or statistical modelling.


Assist in the implementation of client analytics solutions with the internal Project Coordinator.


Develop and maintain client analytics reports.




Commits to personal learning and growth.


A drive to learn and master new technologies and techniques.




Tangibles


1-2 years of professional experience in Data Science fields. Fresh graduates are welcome to apply.


Mandatory: Experienced using programming languages (at least Python and SQL) to manipulate data and draw insights from large data sets.


Intermediate Mathematical, Statistical, and/or Machine Learning skills required, and their real-world advantages/drawbacks.


Knowledge and/or experience in working with structured and/or unstructured data sets.


Knowledge and/or experience in Data Architecture and Engineering is a plus, especially Google Cloud Platform.


Familiar with Data Visualization Tools, Google Data Studio is a plus.


Character.


Problem-solving skills, structured thinking and a scientific approach are required.


Ability to work with minimal supervision and keep supervisors informed.


Ability to work well in a team environment.


Ability to communicate in clear and concise terms.


Willing to learn new skills and able to do so independently.


Ability to take initiative.




Insights on salary & in-demand skills


Reviews from people working in the industry

","South Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-29,"Full time",,"IlmuOne Data",0,0,0,0,0
101,73829241,"Data Analyst","Melakukan monitoring dan evaluasi action plan cabang
Mengnalisa market, retensi, dan evaluasi performance aftersales
melakukan analisa dan evaluasi kebutuhan program aftersales
Pendidikan Minimal S1 jurusan Matematika/Statistika
Memiliki kemampuan mengolah dan menganalisa data
Mampu menggunakan Ms. office dengan baik
Memiliki kemampuan komunikasi dan Presentasi yang baik
Mampu menggunakan Power BI
Berapa gaji bulanan yang kamu inginkan?
Berapa tahun pengalaman kerjamu sebagai analis data?
Alat analisis data apa saja di bawah ini yang bisa kamu gunakan?
Bagaimana kamu menilai kemampuan bahasa Inggrismu?


Insights on salary & in-demand skills


Reviews from people working in the industry

","Central Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-19,Contract/Temp,,"PT Agung Automall",12,12,1,1,0
102,73476260,"Data Scientist","Minimum 3 years of experience in MIS, data/business analyst function in retail or other service industry
Knowledge of programming languages like SQL, Oracle, R, MATLAB, and Python
Technical proficiency in database design development, data models, techniques for data mining, and segmentation
Strong mathematical skills to help collect, measure, organize and analyze data
Proficiency in statistics and statistical packages like Excel, SPSS, and SAS to be used for data set analyzing
Excellent in Microsoft Excel, PowerPoint and other Microsoft Office
Problem-solving skills
Accuracy and attention to detail
Adept at queries, writing reports, and making presentations
Team-working skills
Strong Verbal and Written communication skills (Bahasa and English)
Willing to work beyond work hours
Performing analysis to assess the quality and meaning of data
Developing and maintaining databases, and data systems – reorganizing data in a readable format
Clean, aggregate, and organize data from disparate sources and transfer it to a centralized data warehouse
Manage and translate large data sets and use them to identify trends and reach meaningful conclusions to inform strategic business decisions
Using statistical tools to identify, analyze, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction of successful marketing programs
Preparing reports for the management stating trends, patterns, and predictions using relevant data which include preparing final analysis reports for the stakeholders to understand and make decisions based on various facts and trends
Together with the sales program and operations team, responsible for monitoring the implementation and results of each program
Coordinate with all related internal parties to ensure that programs achieve the objectives
How many years' experience do you have as a Data Scientist?
Which of the following programming languages are you experienced in?
Which of the following languages are you fluent in?
Which of the following Microsoft Office products are you experienced with?
Are you available to travel for this role when required?
How many years' experience do you have as a data analyst?


Insights on salary & in-demand skills


Reviews from people working in the industry

","North Jakarta","Information & Communication Technology","Business/Systems Analysts",2024-02-02,"Full time",,"PT Matahari Graha Fantasi (Timezone Indonesia)",21,11,9,0,0
103,73829895,"Data Scientist AI/ML Engineer","Developing statistical models, algorithms, and forecast analyses that are needed by the company to support business operations. 
Collecting, analyzing, and developing large and complex databases to serve as references in management decision-making processes. 
Capable of creating data modeling, data integration, as well as data quality concepts.
Candidate must possess at least a Bachelor's Degree in Information Technology, Mathematics, Actuarial, Computer Science or a related major.
At least 3 years of working experience in the related field is required for this position.
Knowledge in Data Scientist and Analyst.
Familiar with Data Analytics tools (Power BI, Python, Google Data Studio).
Good analytical, hard work, and team player with good interpersonal skills.
High integrity, independence & Objective.
Placement: Karawaci, Tangerang.",Tangerang,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-19,"Full time",,"PT. LIPPO KARAWACI TBK",28,23,6,7,1
104,73709305,"Data Scientist","Candidate must possess at least Bachelor's Degree, Master's Degree/Post-Graduate Degree in Computer Science/Information Technology, Mathematics, Physics, Quantity Survey, Science & Technology or equivalent.
Required language(s): Bahasa Indonesia, English
At least 2 Year(s) of working experience in the related field is required for this position.
Has experience with an econometric model is a plus
Conduct non-directed research and frame open-ended industry questions.
Extract huge volumes of data from multiple internal and external sources.
Employ sophisticated analytics programs, machine learning, and statistical methods to prepare data for use in predictive & prescriptive modeling.
Thoroughly clean and prune data to discard irrelevant information.
Explore and examine data from a variety of angles to determine hidden weaknesses, trends, and/or opportunities.
Devise data-driven solutions to the most pressing challenges.
Invent new algorithms to solve problems and build new tools to automate work.
Communicate predictions and findings to management and IT departments through effective data visualizations and reports.
Recommend cost-effective changes to existing procedures and strategies.
What's your expected monthly basic salary?
How many years' experience do you have as a Data Scientist?
Which of the following Microsoft Office products are you experienced with?
Which of the following programming languages are you experienced in?
How much notice are you required to give your current employer?
Which of the following data analytics tools are you experienced with?
Are you willing to undergo a pre-employment background check?


Insights on salary & in-demand skills


Reviews from people working in the industry

","South Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-13,Contract/Temp,,"PT Media Wave Interaktif",0,0,0,0,0
105,73709165,"Machine Learning Staff - IT Consulting (Remote Work) (A-85456)","The working venue is in 
Jakarta Pusat.
 
(The work is fully remote).
Our client is a Japanese IT Consulting company. Currently, they are looking for 
Machine Learning Staff.
Translate and refine business goals into appropriate machine learning objectives.
Design and implement ML/DL solutions and integrate them with various Big Data platforms and architectures.
Create and maintain ML pipelines that are scalable, robust, and ready for production.
Collaborate with domain experts, software developers, and data scientists.
Troubleshoot ML/DL model issues, including recommendations for retrain, re-validate, and improvements/optimization.
Other related tasks as assigned.
Minimum 1+ year of Data Analyst or Machine Learning.
Hands-on experience in building ML models deployed into real-world business applications or research.
Maximum age is 35 years old.
Working knowledge of ML/DL algorithms (classification, regression, clustering, hyperparameter tuning, et cetera).
Proficiency with Python and libraries for machine learning such as scikit-learn and pandas.
Good understanding of Deep learning frameworks such as Tensorflow, Keras, PyTorch, MXNet, et cetera.
Experience in using computer vision libraries such as OpenCV, PIL.
Experience working with cloud services platform (AWS or GCP) to build ML/DL pipelines.
Experience in multi-GPU model training with CUDA.
Experience in ML experiment tracking tools (e.g. WandB, Neptune, TensorBoard).
Experience in model deployment using Docker (e.g. AWS SageMaker, Google Kubernetes Engine).
Experience in model compression or quantization for on-edge-device inference.
Experience with Continuous Integration and Continuous Delivery(CI/CD).
Relevant certifications in machine learning and cloud technologies (e.g., AWS, Coursera) would be a plus.
What's your expected monthly basic salary?
How would you rate your English language skills?
How many years' experience do you have as a data analyst?


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

","Central Jakarta","Information & Communication Technology","Engineering - Software",2024-02-13,"Full time","Rp 16,000,000 – Rp 24,000,000 per month","RGF HR Agent Indonesia",2,2,1,0,0
106,73798197,"Data Analyst","Memahami dengan baik sistem database produk-produk perusahaan.
Memelihara sistem database perusahaan.
Berkolaborasi dengan Head Store untuk memperoleh data yang dibutuhkan perusahaan.
Mengatur data yang diperoleh untuk dikelola sesuai jenis datanya.
Mempresentasikan data yang telah diproses dalam sebuah rapat untuk dijelaskan kepada seluruh tim tentang data yang ada sehingga bisa digunakan sesuai kebutuhan
Merancang dan mengimplementasikan database, sistem pengumpulan data, analisis data, dan strategi lainnya dengan tujuan meningkatkan efisiensi dan kualitas statistik. 
Menganalisis, mengevaluasi, dan memahami tren atau pola dalam kumpulan data yang kompleks
Melakukan kerjasama dengan manajemen dalam menetapkan prioritas kebutuhan bisnis dan informasi.
Usia maks.35 Tahun
Berpengalaman sebagai Data Analyst min. 1 tahun
Pendidikan D3/D4/S1 Jurusan Bisnis, Keuangan, atau lainnya yang sesuai
Menguasai rumus Microsoft Excel (wajib)
Memiliki skill problem-solving
Responsif dan komunikatif
Teliti dan rapi
Dapat berbahasa Indonesia dengan fasih
Bertanggungjawab, jujur, dan disiplin
Mampu bekerja dibawah tekanan
Memiliki kemampuan dan keterampilan analitis yang kuat dalam mempelajari fungsi bisnis dengan kemampuan untuk mengumpulkan, mengatur, menganalisis, mengevaluasi kebutuhan bisnis, dan menyebarkan informasi memperhatikan detail dan akurasi.
What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?
Which of the following Microsoft Office products are you experienced with?
Which of the following languages are you fluent in?
Have you worked in a role which requires a sound understanding of the software development lifecycle?
How much notice are you required to give your current employer?
Are you available to travel for this role when required?


Insights on salary & in-demand skills


Reviews from people working in the industry

","West Jakarta","Information & Communication Technology","Business/Systems Analysts",2024-02-16,"Full time",,"WINOD RITEL INDONESIA",0,0,0,0,0
107,73600775,"Data Analyst","Berapa tahun pengalaman kerjamu sebagai analis data?
Alat analisis data apa saja di bawah ini yang bisa kamu gunakan?",Jakarta,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-19,"Full time",,"PT Anggana Catur Prima",9,7,0,0,0
108,73785807,"Data Analyst","

Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Administration & Office Support","Data Entry & Word Processing",2024-02-16,Contract/Temp,,"PT MAZTA DISTRIBUSI INDONESIA",0,0,0,0,0
109,73795663,"Data Analyst - IT Data & Analytics","

Insights on salary & in-demand skills


Reviews from people working in the industry

","South Jakarta","Information & Communication Technology",Management,2024-02-16,"Full time",,"PT Adira Dinamika Multi Finance Tbk",159,181,61,10,3
110,73684731,"Data Analyst Officer (for RADU Food)",,Tangerang,"Retail & Consumer Products",Merchandisers,2024-02-12,"Full time",,"PT Merah Cipta Media",0,3,0,0,0
111,73699183,"Data Engineer","Design and implement scalable, high-performance data architectures that support the organization's data needs.
Develop and maintain efficient Extract, Transform, Load (ETL) processes for ingesting data from various sources into the data warehouse.
Manage and optimize databases, data lakes, and other storage solutions to ensure efficient data retrieval and storage.
Implement data quality checks and ensure data integrity throughout the data lifecycle.
Collaborate with cross-functional teams, including data scientists, analysts, and business stakeholders, to understand data requirements and deliver solutions.
Bachelor's or Master's degree in Computer Science, Information Technology, or a related field.
Proven experience as a data engineer or in a similar role.
Proficient in programming languages such as Python, Java, or Scala.
Strong experience with data modeling, ETL development, and data warehousing.
Familiarity with database systems (SQL and NoSQL) and big data technologies.
Knowledge of cloud platforms (e.g., AWS, Azure, GCP) and their data services.
Excellent problem-solving and communication skills.
What's your expected monthly basic salary?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Information & Communication Technology","Engineering - Software",2024-02-13,"Full time",,"PT. Indocyber Global Teknologi (iGLO)",2,8,9,6,5
112,73761973,"Data Engineer","What's your expected monthly basic salary?
How many years' experience do you have as a Data Engineer?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-15,"Full time",,"PT Cyberindo Aditama (CBN)",6,15,2,1,1
113,73778935,"Data Engineer","Perform data source analysis.
Perform ETL Processes from various sources
Create data warehouse and data mart from various data sources
Bachelor's Degree,Computer Science/Information Technology
At least 3 year(s) of working experience as Data Engineer
Have experience doing ETL using Talend or similar tools :
Have experience implementing Tableau, both building dashboards and data source connectivity with Tableau
Having experience implementing TIBCO/similar tools related to Data virtualization is a plus
Understand the concept of Data Warehouse in depth & can build a Data Mart
What's your expected monthly basic salary?


Insights on salary & in-demand skills


Reviews from people working in the industry

","West Jakarta","Information & Communication Technology","Database Development & Administration",2024-02-16,Contract/Temp,,"PT. Metrodata Electronics, Tbk",2,7,3,0,0
114,73461216,"Data Scientist / Senior Data Scientist","How many years' experience do you have as a Data Scientist?
Have you worked in a role which requires experience with machine learning techniques?
Which of the following data analytics tools are you experienced with?
How many years' experience do you have using SQL queries?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
How many years' experience do you have as a Data Science Lead?


Insights on salary & in-demand skills


Reviews from people working in the industry

","Central Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-01,"Full time",,"PT Sharing Vision Indonesia",0,0,0,0,0
115,73394597,"Data Scientist","Bachelor's degree in computer science or related fields, or equivalent software engineering experience
Advanced SQL knowledge and experience working with relational databases, and query authoring (SQL). Preferably on MS SQL
Advanced Knowledge of reporting service tools. Preferably Microsoft SSRS
Advanced Knowledge in ETL / data pipeline applications. Preferably Microsoft SSIS
Experienced in performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement
Have an understanding and experience regarding the reporting dashboard and data warehouse concepts
Experienced in object-oriented/object function scripting languages: Python, Java, C#, C++,
Proficiency in source control i.e. Git
Got 1-2 years of experience in a Data Engineering role
Perform data exploration, data cleaning, data imputation, and feature engineering on unstructured and structured data
Design, Develop, and maintain reports used for daily operation, management, and analytics
Build the infrastructure for optimal extraction, transformation, and loading (ETL) of data from a wide variety of data sources.
Develop and maintain all data flows and prepare all ETL processes according to business requirements and incorporate all business requirements into all design specifications
Identifying, designing, and implementing internal process improvements including re-designing infrastructure for greater scalability, optimizing data delivery, and automating manual processes
Build analytics tools that utilize the data pipeline to provide actionable insights
Explore ways to enhance data quality and reliability Explore ways to enhance data quality and reliability
Document all test procedures for systems and processes
Berapa gaji bulanan yang kamu inginkan?
How many years' experience do you have as a Data Scientist?
Bahasa pemrograman apa saja di bawah ini yang bisa kamu gunakan?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Information & Communication Technology",Developers/Programmers,2024-01-30,Contract/Temp,"Rp 7.000.000 – Rp 8.000.000 per month","PT Hastari Adakara Investama",0,0,0,0,0
117,73679926,"Data Analyst - OVAL Data","Gather data from various sources including databases, APIs, spreadsheets, and more. Clean and transform the data to ensure its quality and compatibility.
Perform exploratory data analysis to understand patterns, trends, and anomalies in the data. Apply statistical models and do data visualization to extract insights.
Create and maintain dashboards, reports, and visualizations to present data-driven insights to stakeholders.
Identify and address data quality issues, missing values, and outliers.
Design and conduct experiments to test hypotheses and evaluate the impact of changes or interventions.
Build and deploy predictive models to answer business questions and solve problems.
Work closely with cross-functional teams to understand business requirements and provide data-driven recommendations. Effectively communicate findings to both technical and non-technical stakeholders.
Proficiency in SQL for querying and manipulating relational databases.
Strong knowledge of python.
Familiarity with statistical techniques and tools for hypothesis testing, regression, and other data modeling approaches
Experience with data visualization tools like Tableau, Power BI, Looker, matplotlib.
Advanced Excel skills for data cleaning, analysis, and reporting.
Understanding of database systems (e.g., MySQL, PostgreSQL) and data warehousing concepts.


Insights on salary & in-demand skills


Reviews from people working in the industry

","Central Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-12,"Full time",,"Kompas Gramedia - KG Media",44,48,13,5,0
118,73787235,"Staff Data Analyst","Berapa gaji bulanan yang kamu inginkan?","South Jakarta","Administration & Office Support","Administrative Assistants",2024-02-16,"Full time",,Halodoc,6,3,2,1,1
120,73652279,"Data Analyst","Have 2 years work experience is an advantage
Proficiency in data analysis tools, strong microsoft office, and Google Products skills, SQL, Tableau, TIBCO, iReport, PowerBI, etc
Has good critical thinking, communication, and interpersonal skills. Must be detail orienter, well organized, and able to focus on multiple tasks simultaneously
Strong analytical and problem solving abilities. Have excellent presentation skills
Carriers a bachelor degree in a field such as statistics, computer science, mathematics, or related quantitative discipline
Data mining : extract data from multiple sources that can be primary or secondary. After that, organize the data in a proper format that can be easily understood and helps design and maintain database systems. This include creating, updating, reading, and deleting a database.
Data preparation : Have to convert the raw data into structured data by resolving the errors in the data, removing irrelevant data, and identifying the potential data. Applies many data cleaning techniques to make it ready for manipulatiin and visualization.
Preparing report that represent crucial information. These report consist of graphs and charts to represent factors associated with the business. Helps monitor the direction of business growth by analyzing factors such as profitability, market analysis, internal activities, etc
Helps on the preparation of budget; interpret current data and analyze big data to reveal trends
Troubleshooting : Helps troubleshoot issues related tp information reports, and database etc
What's your expected monthly basic salary?
How many years' experience do you have as a data analyst?
Which of the following data analytics tools are you experienced with?
How many years' experience do you have using SQL queries?
How would you rate your English language skills?


Insights on salary & in-demand skills


Reviews from people working in the industry

","West Java","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-09,"Full time","Rp 6,000,000 – Rp 8,000,000 per month","PT Bounty Segar Indonesia",0,0,0,0,0
121,73303960,"Data Scientist","Bachelor's degree in Computer Science or a related field
3+ years of experience in a Data Scientist role
Having Telecom experience is a plus
Experience with undertaking data collection, preprocessing and analysis for developing advanced analytics/machine learning use cases.
Experience in Development and Operations of Data Science and Machine learning solutions both on premises and Cloud. Preferable in Hadoop Datalake, Greenplum database, Impala and Google Cloud Platform (GCP).
Experience with relational SQL and NoSQL databases.
Experience in Big Data Management Frameworks, tools, and solutions especially Cloudera Hadoop, Hive, Impala, HBase, MapReduce, and Tableau
Experience performing root cause analysis on internal and external data and processes to answer specific business questions and identify opportunities for improvement.
What's your expected monthly basic salary?
How many years' experience do you have as a Data Scientist?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
How many years' experience do you have in a software development role?
How much notice are you required to give your current employer?


Insights on salary & in-demand skills


Reviews from people working in the industry

","South Jakarta","Information & Communication Technology","Engineering - Software",2024-01-25,Contract/Temp,,"PT IDStar Cipta Teknologi",8,1,0,0,0
122,73770156,"Data Analyst","Pendidikan min. S1, lebih disukai dari Jurusan Sistem Informasi, Teknik Informatika, Statistik
Pengalaman minimal 1 Tahun di bidang yang sama lebih disukai
Memiliki kemampuan analisa, komunikasi dan presentasi yang baik
Menguasi bahasa pemograman (SQL), olah data statistic dan visualisasi data
Teliti & kreatif
Penempatan Bandung
Siap bergabung secepatnya


Mencari kandidat untuk bekerja pada:


Senin: Pagi, Siang, Sore


Selasa: Pagi, Siang, Sore


Rabu: Pagi, Siang, Sore


Kamis: Pagi, Siang, Sore


Jum'at: Pagi, Siang, Sore


Sabtu: Pagi, Siang, Sore






Diperlukan 1 tahun pengalaman kerja yang relevan untuk posisi ini


Pelamar harus memiliki KTP




Senin: Pagi, Siang, Sore


Selasa: Pagi, Siang, Sore


Rabu: Pagi, Siang, Sore


Kamis: Pagi, Siang, Sore


Jum'at: Pagi, Siang, Sore


Sabtu: Pagi, Siang, Sore




Insights on salary & in-demand skills


Reviews from people working in the industry

","Cirebon Regency",Accounting,"Analysis & Reporting",2024-02-15,"Full time",,"CV Dunia Sandang",0,0,0,0,0
123,73273737,"Data Scientist","Work with business user and IT to develop and implement AI use cases
Apply machine learning and data mining technique to extract insights from complex datasets
Develop predictive models and executing use cases that improves operational processes
Collaborate with cross-functional teams to understand business objectives and translate them into data science solutions
5-7 years experience
In-depth knowledge of machine learning algorithm and techniques
Strong knowledge in data engineering and familiar with Python libraries such as Pandas, Tensorflow, scikit-learn, etc.
What's your expected monthly basic salary?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Information & Communication Technology","Business/Systems Analysts",2024-01-24,"Full time","Rp 9,500,000 – Rp 14,000,000 per month","PT ZURICH ASURANSI INDONESIA, Tbk",37,18,12,0,0
125,73706450,"AI Engineer","Collaborate with our cross-functional team to integrate machine-learning models into our existing infrastructure, ensuring seamless deployment and scalability.
Conduct rigorous testing and validation of machine-learning models, ensuring their robustness and reliability in real-world scenarios.
Conduct thorough research, staying up-to-date with the latest advancements in machine learning and AI, and integrating them into our platform where appropriate.
Design, develop, and implement state-of-the-art machine-learning algorithms and models to enhance our platform's capabilities and enable customers to create realistic content more efficiently.
Document research findings, methodologies, and implementations in clear and concise reports and presentations.
Maintain AI server to be always ready and functional.
Optimize and fine-tune machine-learning models for performance, accuracy, and scalability.
Utilize AI techniques to enable content generation through various modalities, including text, images, videos, and chatbot.
Able to transform business requirements and ideas to AI solution to be used by user.
Bachelor's or Master's degree in Computer Science, Machine Learning, Artificial Intelligence, or a related field.
Experienced on machine learning modelling using Tensorflow, Pytorch, or any machine learning framework.
Proficient in programming languages commonly used in machine learning, such as Python.
Ready to work in an Agile environment if must.
Solid understanding of machine-learning principles, algorithms, and techniques, with hands-on experience in developing and implementing machine-learning models.
Understand basic deployment on Linux.
Understand basic MLOps deployment using such as FLASK, FastAPI, or Django.


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

","South Jakarta","Science & Technology","Mathematics, Statistics & Information Sciences",2024-02-13,"Full time",,"PT. Wide Technologies Indonesia",8,9,4,0,1
126,73329466,"Machine Learning Engineer","Translate and refine business goals into appropriate machine learning objectives.
Design and implement ML/DL solutions and integrate them with various Big Data platforms and architectures.
Create and maintain ML pipelines that are scalable, robust, and ready for production.
Collaborate with domain experts, software developers, and data scientists.
Troubleshoot ML/DL model issues, including recommendations for retrain, re-validate, and improvements/optimization.
Hands-on experience in building ML models deployed into real-world business applications or research.
Working knowledge of ML/DL algorithms (classification, regression, clustering, hyperparameter tuning, etc).
Proficiency with Python and libraries for machine learning such as scikit-learn and pandas.
Good understanding of Deep learning frameworks such as Tensorflow, Keras, PyTorch, MXNet, etc.
Experience in using computer vision libraries such as OpenCV, PIL.
Experience working with cloud services platform (AWS or GCP) to build ML/DL pipelines.﻿
Experience in multi-GPU model training with CUDA.
Experience in ML experiment tracking tools (e.g. WandB, Neptune, TensorBoard).
Experience in model deployment using Docker (e.g. AWS SageMaker, Google Kubernetes Engine).
Experience in model compression or quantization for on-edge-device inference.
Experience with Continuous Integration and Continuous Delivery(CI/CD).
Relevant certifications in machine learning and cloud technologies (e.g., AWS, Coursera) would be a plus.


Research salaries and job trends


Access free tools, templates and articles that help you stand out


Discover pathways to a huge range of careers

",Jakarta,"Science & Technology","Mathematics, Statistics & Information Sciences",2024-01-26,Contract/Temp,"Rp 16,000,000 – Rp 24,000,000 per month","PT Nomura Research Institute Indonesia",0,0,0,0,0
127,73597638,"Data Engineer","Data Engineering and Data Modeling skills
Experience with Extract Transform Load (ETL) or ELT (Extract Load Transform) and data warehousing  (Talend, Pentaho, DataStage)

Strong programming skills, particularly in at least one scripting language (Shell, Bash)
Proficiency in SQL Server, MySQL, Postgre SQL, NoSQL (MongoDB, Oracle, Cassandra, HBase)
Experience with distributed systems and big data technologies (Hadoop, Spark, Apache, Hive, Impala, Kafka)
Experience with cloud services, such as AWS, Azure, or Google Cloud Platform, Cloudera, Alibaba Cloud
Have knowledge in Programming languages (Java, Phyton, PHP)
Experience with Operational System (Window, Linux)
Have knowledge in Visualitation tools (Tableu, Power BI, Looker Data Studio, Grafana)
Perform data exploration, data cleaning, data imputation, and feature engineering on unstructured and structured data.
Build the infrastructure for optimal extraction, transformation, and loading (ETL) of data from a wide variety of data sources.
Develop and maintain optimal data pipeline architecture for training statistical and machine learning models such as regression and classification.
Collaborate with data scientists and machine learning engineers to develop a comprehensive data science/machine learning solution pipeline.
Develop and maintain evaluations to measure the effectiveness of training data. This includes measuring the capabilities of models on a variety of tasks and domains.
How many years' experience do you have as a Data Engineer?
Which of the following programming languages are you experienced in?
Which of the following Relational Database Management Systems (RDBMS) are you experienced with?
Which of the following data analytics tools are you experienced with?
How many years' experience do you have using SQL queries?
Which of the following languages are you fluent in?
How much notice are you required to give your current employer?
Are you available to travel for this role when required?


Insights on salary & in-demand skills


Reviews from people working in the industry

",Jakarta,"Information & Communication Technology","Database Development & Administration",2024-02-07,Contract/Temp,,"PT Graha Karya Informasi",4,8,9,4,0
